date,München_Hbf.in,München_Hbf.out,Ingolstadt_Hbf.in,Ingolstadt_Hbf.out,Nürnberg_Hbf.in,Nürnberg_Hbf.out,Würzburg_Hbf.in,Würzburg_Hbf.out,Fulda.in,Fulda.out,Kassel-Wilhelmshöhe.in,Kassel-Wilhelmshöhe.out,Göttingen.in,Göttingen.out,Hannover_Messe/Laatzen.in,Hannover_Messe/Laatzen.out,Hannover_Hbf.in,Hannover_Hbf.out,Hamburg-Harburg.in,Hamburg-Harburg.out,Hamburg_Hbf.in,Hamburg_Hbf.out
2024-05-20,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
2024-05-19,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0
2024-05-18,-1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,-1.0
2024-05-17,-1.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,35.0,18.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,-1.0
2024-05-16,-1.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,0.0,1.0,1.0,1.0,15.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,13.0,-1.0
2024-05-15,-1.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,21.0,21.0,18.0,18.0,27.0,8.0,0.0,0.0,6.0,6.0,0.0,0.0,6.0,-1.0
2024-05-13,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,-1.0
2024-05-12,-1.0,0.0,0.0,0.0,0.0,0.0,47.0,43.0,50.0,51.0,50.0,51.0,62.0,42.0,0.0,0.0,43.0,42.0,0.0,0.0,42.0,-1.0
2024-05-11,-1.0,1.0,10.0,8.0,5.0,4.0,2.0,1.0,0.0,2.0,10.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
2024-05-10,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-1.0
2024-05-09,-1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,-1.0
2024-05-08,-1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,2.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,-1.0
2024-05-07,-1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,5.0,-1.0
2024-05-06,-1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,22.0,21.0,0.0,0.0,19.0,-1.0
2024-05-05,-1.0,9.0,4.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,5.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0
2024-05-04,-1.0,1.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,-1.0
2024-05-03,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,-1.0
2024-05-02,-1.0,0.0,1.0,1.0,3.0,2.0,9.0,9.0,11.0,12.0,13.0,15.0,20.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,14.0,-1.0
2024-05-01,-1.0,0.0,4.0,2.0,1.0,0.0,0.0,6.0,2.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.0
2024-04-30,-1.0,2.0,1.0,1.0,0.0,0.0,0.0,10.0,5.0,5.0,2.0,3.0,4.0,5.0,0.0,0.0,6.0,3.0,0.0,0.0,28.0,-1.0
2024-04-29,-1.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,-1.0
2024-04-28,-1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,63.0,65.0,66.0,47.0,0.0,0.0,41.0,41.0,0.0,0.0,46.0,-1.0
2024-04-27,-1.0,5.0,2.0,0.0,0.0,0.0,0.0,1.0,39.0,40.0,44.0,46.0,51.0,40.0,0.0,0.0,46.0,45.0,0.0,0.0,60.0,-1.0
2024-04-26,-1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,6.0,8.0,5.0,6.0,9.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,16.0,-1.0
2024-04-25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2024-04-24,-1.0,0.0,8.0,5.0,3.0,2.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,7.0,6.0,8.0,10.0,8.0,0.0,0.0,15.0,-1.0
2024-04-23,-1.0,11.0,-1.0,-1.0,28.0,34.0,39.0,35.0,38.0,38.0,42.0,43.0,41.0,22.0,22.0,42.0,44.0,64.0,0.0,0.0,82.0,-1.0
2024-04-21,-1.0,0.0,5.0,2.0,0.0,0.0,17.0,13.0,42.0,42.0,59.0,59.0,61.0,41.0,37.0,37.0,37.0,35.0,0.0,0.0,39.0,-1.0
2024-04-20,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2024-04-19,-1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,11.0,12.0,15.0,31.0,33.0,14.0,0.0,0.0,13.0,12.0,0.0,0.0,19.0,-1.0
2024-04-18,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,6.0,-1.0
2024-04-17,-1.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,5.0,5.0,4.0,8.0,-1.0,-1.0,0.0,0.0,65.0,75.0,0.0,0.0,79.0,-1.0
2024-04-16,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2024-04-15,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0
2024-04-14,-1.0,0.0,0.0,16.0,13.0,11.0,7.0,2.0,2.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-1.0
2024-04-13,-1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,-1.0
2024-04-12,-1.0,2.0,1.0,0.0,0.0,0.0,1.0,8.0,8.0,8.0,10.0,8.0,19.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,5.0,-1.0
2024-04-11,-1.0,1.0,8.0,6.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,10.0,-1.0
2024-04-10,-1.0,2.0,4.0,3.0,0.0,1.0,0.0,9.0,5.0,6.0,3.0,3.0,5.0,1.0,0.0,0.0,12.0,12.0,0.0,0.0,9.0,-1.0
2024-04-09,-1.0,43.0,44.0,43.0,43.0,46.0,58.0,55.0,55.0,68.0,73.0,74.0,85.0,65.0,0.0,0.0,66.0,66.0,0.0,0.0,91.0,-1.0
2024-04-08,-1.0,1.0,3.0,2.0,3.0,3.0,4.0,0.0,2.0,4.0,10.0,59.0,65.0,45.0,0.0,0.0,46.0,45.0,0.0,0.0,110.0,-1.0
2024-04-07,-1.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,5.0,4.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,-1.0
2024-04-06,-1.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,-1.0
2024-04-05,-1.0,1.0,7.0,5.0,6.0,5.0,7.0,3.0,5.0,6.0,8.0,9.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-1.0
2024-04-04,-1.0,20.0,17.0,14.0,14.0,13.0,30.0,30.0,25.0,26.0,24.0,24.0,33.0,14.0,0.0,0.0,17.0,17.0,0.0,0.0,19.0,-1.0
2024-04-03,-1.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.0
2024-04-01,-1.0,9.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
